peakID	mz	intensity	isotopes	adduct	groupid	bestAdductScore	clustn	medianPurity	intp	addp	clustnp	pp	intensityw	adductw	clustnw	purityw	totalS	excluded	excludedFinal
66	166.08644837169999	1407756535.13044	[11][M]+	[M+H]+ 165.079	16	1.0	19.0	0.0	91.816107183563574	100.0	100.0	0.0	27.54483215506907	30.0	20.0	0.0	77.544832155069074	1	1
36	132.10221258710001	1533224284.6786301	[7][M]+	[M+H]+ 131.093	30	1.0	7.0	0.0	100.0	100.0	33.333333333333329	0.0	30.0	30.0	6.6666666666666661	0.0	66.666666666666671	1	1
138	205.09750697929999	480164654.63928598	[19][M]+	[M+H]+ 204.09	80	1.0	15.0	0.0	31.312013066368909	100.0	77.777777777777786	0.0	9.3936039199106727	30.0	15.555555555555557	0.0	54.949159475466232	1	1
84	175.11888284529999	881070483.94266605		[M+H]+ 174.113	64	1.0	3.0	0.0	57.4619228903532	100.0	11.111111111111111	0.0	17.238576867105959	30.0	2.2222222222222223	0.0	49.460799089328184	1	1
218	254.14224006160001	126188650.41960301	[30][M]+	[M+H]+ 253.135	153	1.0	14.0	0.0	8.2231979042568426	100.0	72.222222222222214	0.0	2.4669593712770528	30.0	14.444444444444443	0.0	46.911403815721499	1	1
1306	534.21542763959997	17175237.320414599	[154][M]+	[M+Na+NH3]+ 494.198 [M+H+NH3]+ 516.181	162	1.0	15.0	0.0	1.1125731296010886	100.0	77.777777777777786	0.0	0.33377193888032658	30.0	15.555555555555557	0.0	45.889327494435882	1	1
1321	537.1701352929	152542422.223198	[158][M]+	[M+H]+ 536.162	287	1.0	12.0	0.0	9.9421770405376577	100.0	61.111111111111114	0.0	2.9826531121612971	30.0	12.222222222222223	0.0	45.204875334383516	1	1
1164	500.3036660125	116349614.579409	[137][M]+	[M+H+NH3]+ 482.27	790	1.0	12.0	0.0	7.5814264926934491	100.0	61.111111111111114	0.0	2.2744279478080345	30.0	12.222222222222223	0.0	44.496650170030257	1	1
1201	510.2162008409	19617719.3445489		[M+H+NH3]+ 492.18	821	1.0	12.0	0.0	1.2718890587029357	100.0	61.111111111111114	0.0	0.38156671761088068	30.0	12.222222222222223	0.0	42.603788939833102	1	1
226	257.08105682730002	29540474.472601298		[M+H]+ 256.075	160	1.0	11.0	0.0	1.9191212335379157	100.0	55.555555555555557	0.0	0.57573637006137468	30.0	11.111111111111112	0.0	41.686847481172485	1	1
1693	668.40952592899998	14054127.1223076	[214][M]+	[M+H]+ 667.402	364	1.0	11.0	0.0	0.90899227777602487	100.0	55.555555555555557	0.0	0.27269768333280747	30.0	11.111111111111112	0.0	41.383808794443922	1	1
1015	463.25570427219998	93912148.130324394	[118][M]+	[M+H]+ 462.247	733	1.0	8.0	0.0	6.1178964528789637	100.0	38.888888888888893	0.0	1.8353689358636891	30.0	7.7777777777777786	0.0	39.61314671364147	1	1
1437	572.30358943279998	16429851.2573356	[177][M]+	[M+H+NH3]+ 554.271	257	1.0	9.0	0.0	1.0639537858329031	100.0	44.444444444444443	0.0	0.31918613574987093	30.0	8.8888888888888893	0.0	39.208075024638759	1	1
